neuron_id,neuron_type,partner_id,connection_type
720575940630610042,DNp32,720575940620304110,upstream
720575940630610042,DNp32,720575940629403991,upstream
720575940630610042,DNp32,720575940622193546,upstream
720575940630610042,DNp32,720575940629332730,upstream
720575940630610042,DNp32,720575940630606444,upstream
720575940630610042,DNp32,720575940611872149,upstream
720575940630610042,DNp32,720575940626219038,upstream
720575940630610042,DNp32,720575940613254627,upstream
720575940630610042,DNp32,720575940622180632,upstream
720575940630610042,DNp32,720575940622172540,upstream
720575940630610042,DNp32,720575940383265186,upstream
720575940630610042,DNp32,720575940622140481,upstream
720575940630610042,DNp32,720575940629017591,upstream
720575940630610042,DNp32,720575940610530606,upstream
720575940630610042,DNp32,720575940622114121,upstream
720575940630610042,DNp32,720575940626901327,upstream
720575940630610042,DNp32,720575940607935154,upstream
720575940630610042,DNp32,720575940628952579,upstream
720575940630610042,DNp32,720575940613179871,upstream
720575940630610042,DNp32,720575940626232153,upstream
720575940630610042,DNp32,720575940626656010,upstream
720575940630610042,DNp32,720575940634026925,upstream
