neuron_id,neuron_type,partner_id,partner_type,connection_type
720575940619921488,SLP131,720575940619343952,unknown,upstream
720575940619921488,SLP131,720575940618984475,unknown,upstream
720575940619921488,SLP131,720575940618982603,unknown,upstream
720575940619921488,SLP131,720575940618968118,unknown,upstream
720575940619921488,SLP131,720575940618601024,unknown,upstream
720575940619921488,SLP131,720575940618407803,unknown,upstream
720575940619921488,SLP131,720575940618321364,unknown,upstream
720575940619921488,SLP131,720575940617936029,unknown,upstream
720575940619921488,SLP131,720575940617875223,unknown,upstream
720575940619921488,SLP131,720575940617871131,unknown,upstream
720575940619921488,SLP131,720575940617798784,unknown,upstream
720575940619921488,SLP131,720575940617688093,unknown,upstream
720575940619921488,SLP131,720575940617671285,unknown,upstream
720575940619921488,SLP131,720575940617641305,unknown,upstream
720575940619921488,SLP131,720575940617611921,unknown,upstream
720575940619921488,SLP131,720575940619892871,unknown,upstream
720575940619921488,SLP131,720575940619899668,unknown,upstream
720575940619921488,SLP131,720575940619937872,unknown,upstream
720575940619921488,SLP131,720575940620840368,unknown,upstream
720575940619921488,SLP131,720575940621729050,unknown,upstream
720575940619921488,SLP131,720575940621385893,unknown,upstream
720575940619921488,SLP131,720575940621383077,unknown,upstream
720575940619921488,SLP131,720575940621299001,unknown,upstream
720575940619921488,SLP131,720575940621256682,unknown,upstream
720575940619921488,SLP131,720575940621236656,unknown,upstream
720575940619921488,SLP131,720575940621213318,unknown,upstream
720575940619921488,SLP131,720575940620915433,unknown,upstream
720575940619921488,SLP131,720575940620823990,unknown,upstream
720575940619921488,SLP131,720575940620158447,unknown,upstream
720575940619921488,SLP131,720575940620721903,unknown,upstream
720575940619921488,SLP131,720575940620676312,unknown,upstream
720575940619921488,SLP131,720575940620560054,unknown,upstream
720575940619921488,SLP131,720575940620445062,unknown,upstream
720575940619921488,SLP131,720575940620303713,unknown,upstream
720575940619921488,SLP131,720575940620265664,unknown,upstream
720575940619921488,SLP131,720575940620263150,unknown,upstream
720575940619921488,SLP131,720575940620202478,unknown,upstream
720575940619921488,SLP131,720575940605423806,unknown,upstream
720575940619921488,SLP131,720575940605187416,unknown,upstream
720575940619921488,SLP131,720575940605100320,unknown,upstream
720575940619921488,SLP131,720575940631427409,unknown,upstream
720575940619921488,SLP131,720575940635026330,unknown,upstream
720575940619921488,SLP131,720575940634081899,unknown,upstream
720575940619921488,SLP131,720575940633642744,unknown,upstream
720575940619921488,SLP131,720575940633597977,unknown,upstream
720575940619921488,SLP131,720575940633582509,unknown,upstream
720575940619921488,SLP131,720575940633362551,unknown,upstream
720575940619921488,SLP131,720575940633319287,unknown,upstream
720575940619921488,SLP131,720575940633273625,unknown,upstream
720575940619921488,SLP131,720575940633204575,unknown,upstream
720575940619921488,SLP131,720575940633197383,unknown,upstream
720575940619921488,SLP131,720575940632993336,unknown,upstream
720575940619921488,SLP131,720575940632818221,unknown,upstream
720575940619921488,SLP131,720575940632429732,unknown,upstream
720575940619921488,SLP131,720575940632091300,unknown,upstream
720575940619921488,SLP131,720575940632008877,unknown,upstream
720575940619921488,SLP131,720575940631942341,unknown,upstream
720575940619921488,SLP131,720575940631880279,unknown,upstream
720575940619921488,SLP131,720575940631743043,unknown,upstream
720575940619921488,SLP131,720575940631617347,unknown,upstream
720575940619921488,SLP131,720575940635028671,unknown,upstream
720575940619921488,SLP131,720575940635337071,unknown,upstream
720575940619921488,SLP131,720575940635642725,unknown,upstream
720575940619921488,SLP131,720575940639040675,unknown,upstream
720575940619921488,SLP131,720575940640486205,unknown,upstream
720575940619921488,SLP131,720575940639725885,unknown,upstream
720575940619921488,SLP131,720575940639692888,unknown,upstream
720575940619921488,SLP131,720575940639623795,unknown,upstream
720575940619921488,SLP131,720575940639290019,unknown,upstream
720575940619921488,SLP131,720575940639264590,unknown,upstream
720575940619921488,SLP131,720575940639242303,unknown,upstream
720575940619921488,SLP131,720575940639053939,unknown,upstream
720575940619921488,SLP131,720575940638886307,unknown,upstream
720575940619921488,SLP131,720575940635697765,unknown,upstream
720575940619921488,SLP131,720575940638840629,unknown,upstream
720575940619921488,SLP131,720575940638791843,unknown,upstream
720575940619921488,SLP131,720575940638384512,unknown,upstream
720575940619921488,SLP131,720575940637862726,unknown,upstream
720575940619921488,SLP131,720575940636640504,unknown,upstream
720575940619921488,SLP131,720575940636574388,unknown,upstream
720575940619921488,SLP131,720575940636489140,unknown,upstream
720575940619921488,SLP131,720575940636304503,unknown,upstream
720575940619921488,SLP131,720575940631486765,unknown,upstream
720575940619921488,SLP131,720575940631425700,unknown,upstream
720575940619921488,SLP131,720575940641181136,unknown,upstream
720575940619921488,SLP131,720575940631142062,unknown,upstream
720575940619921488,SLP131,720575940628956919,unknown,upstream
720575940619921488,SLP131,720575940628933975,unknown,upstream
720575940619921488,SLP131,720575940628846530,unknown,upstream
720575940619921488,SLP131,720575940628646160,unknown,upstream
